ID,선수명,데뷔년도,생년월일,팀명,연도,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA,경기(주루),도루시도(주루),도루허용(주루),도루실패(주루),도루성공률(주루),주루사(주루),견제사(주루),포지션(수비),경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),포일(수비),도루허용(수비),도루실패(수비),수비율(수비),도루저지율(수비),연봉,WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적타석,포지션 엔트로피
68407,공민규,2018.0,1999-09-27,삼성,2019,0.245,28,60,53,4,13,1,0,3,23,6,0,0,6,0,1,18,0,0.434,0.333,0.767,2,0.0,0.222,4,12,10,1.20,0,0.33,4.17,0.189,8.2,0.258,28,0,0,0,0.0,0,0,1루수,17.0,14.0,119.0,2.0,0.0,86.0,8.0,6.0,0.0,0.0,0.0,0.979,0.0,2700,0.111,0,0.0526315789,0.0526315789,0.0,60,0.0
62265,유민상,2012.0,1989-04-13,두산,2015,0.263,15,45,38,5,10,1,0,1,14,6,0,1,5,0,1,9,1,0.368,0.356,0.724,2,0.167,0.0,2,8,12,0.67,2,0.56,4.29,0.105,5.8,0.252,15,1,1,0,100.0,1,0,1루수,2.0,1.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"3,200",-0.055,0,0.0391468005,0.0391468005,0.0,45,0.0
62265,유민상,2012.0,1989-04-13,KT,2016,0.282,95,254,213,30,60,12,1,4,86,37,3,4,25,0,9,39,8,0.404,0.375,0.779,13,0.311,0.263,17,67,51,1.31,0,0.64,4.18,0.122,32.9,0.27,95,2,1,1,50.0,4,0,1루수,78.0,56.0,447.0,5.0,0.0,406.0,24.0,44.0,0.0,0.0,0.0,0.989,0.0,"3,200",0.238,0,0.0471869328,0.0863337333,0.0,299,0.0
62265,유민상,2012.0,1989-04-13,KT,2017,0.233,15,33,30,4,7,1,0,1,11,2,0,0,2,0,1,8,1,0.367,0.303,0.67,0,0.222,0.0,2,11,4,2.75,0,0.25,4.33,0.133,3.4,0.228,15,1,1,0,100.0,0,0,1루수,10.0,5.0,40.0,0.0,0.0,40.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,"4,500",0.041,0,0.0300429185,0.116376652,0.0,332,0.0
62265,유민상,2012.0,1989-04-13,KIA,2018,0.271,31,58,48,9,13,2,1,3,26,14,0,2,8,0,0,14,3,0.542,0.362,0.904,1,0.385,0.231,6,13,10,1.30,2,0.57,4.1,0.271,9.4,0.298,31,0,0,0,0.0,1,0,1루수,12.0,3.0,28.0,0.0,0.0,11.0,2.0,1.0,0.0,0.0,0.0,0.9285714285714286,0.0,"4,500",0.288,0,0.0138224349,0.130199087,0.0,390,0.9402859586706313
62265,유민상,2012.0,1989-04-13,KIA,2019,0.291,61,202,175,23,51,15,0,5,81,26,0,0,24,0,3,35,6,0.463,0.386,0.849,13,0.341,0.375,20,54,35,1.54,2,0.69,3.68,0.171,29.0,0.289,61,0,0,0,0.0,4,0,1루수,38.0,31.0,285.0,3.0,0.0,283.0,18.0,28.0,0.0,0.0,0.0,0.99,0.0,"4,500",1.012,0,0.0481712756,0.178370362,0.0,592,0.0
62265,유민상,2012.0,1989-04-13,KIA,2020,0.246,126,456,391,38,96,23,0,8,143,65,2,4,53,1,6,80,14,0.366,0.341,0.707,15,0.308,0.273,31,108,111,0.97,7,0.66,3.99,0.120,49.7,0.245,126,0,0,0,0.0,4,0,1루수,119.0,108.0,932.6666666666666,9.0,0.0,830.0,51.0,108.0,0.0,0.0,0.0,0.99,0.0,"6,000",0.135,0,0.0837606838,0.262131046,0.0,1048,0.0
74559,황이갑,2000.0,1981-05-22,롯데,2004,0.000,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.0,0.0,0,0.0,0.0,0,1,3,0.33,0,0.00,4.8,0.000,-0.5,0.0,5,0,0,0,0.0,0,0,1루수,2.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1800,-0.115,0,0.0,0.0,0.0,5,0.0
74562,성민국,2000.0,1982-02-09,롯데,2004,0.000,4,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.000,0.2,0.2,0,0.0,0.0,0,2,2,1.00,0,-,2.6,0.000,-0.4,0.09,4,0,0,0,0.0,0,0,포수,2.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1800,-0.044,0,0.0,0.0,0.0,5,0.0
74564,서정호,2000.0,1981-12-24,롯데,2004,0.212,15,37,33,5,7,0,0,2,13,4,0,0,4,0,0,9,1,0.394,0.297,0.691,2,0.083,0.0,2,7,10,0.70,0,0.44,4.16,0.182,4.3,0.232,15,2,2,0,100.0,0,0,좌익수,13.0,9.0,75.0,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.9266133333333332,0.0,1800,0.153,0,0.0218978102,0.0218978102,0.0,37,0.0
74564,서정호,2000.0,1981-12-24,롯데,2007,0.333,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.0,1.0,0,0,1,0.00,0,0.00,6.0,0.000,0.3,0.233,3,0,0,0,0.0,0,0,좌익수,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000,0.006,0,0.0067001675,0.0285979777,0.0,40,0.0
74564,서정호,2000.0,1981-12-24,롯데,2008,0.000,4,7,7,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.0,0.0,0,0.0,0.0,0,3,0,-,0,0.00,2.71,0.000,-0.7,0.0,4,0,0,0,0.0,0,0,좌익수,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,000",-0.169,0,0.00282220132,0.031420179,0.0,47,0.0
74564,서정호,2000.0,1981-12-24,롯데,2009,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.0,0.0,0,0.0,0.0,0,0,0,-,0,0.00,3.0,0.000,-0.1,0.0,2,0,0,0,0.0,0,0,좌익수,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"2,200",0.004,0,0.00748663102,0.03890681,0.0,48,0.0
74565,박진환,2000.0,1981-03-10,롯데,2004,0.194,23,36,31,2,6,1,0,0,7,4,2,1,1,0,1,6,0,0.226,0.235,0.461,1,0.333,0.25,1,12,8,1.50,0,0.17,3.42,0.032,2.1,0.162,23,0,0,0,0.0,0,0,2루수,21.0,7.0,79.33333333333333,6.0,0.0,31.0,30.0,10.0,0.0,0.0,0.0,0.884172268907563,0.0,1800,-0.214,0,0.00729927007,0.00729927007,0.0,36,0.8755665529453254
74565,박진환,2000.0,1981-03-10,롯데,2005,0.213,31,64,61,7,13,5,0,1,21,2,0,0,3,0,0,24,2,0.344,0.25,0.594,3,0.067,0.0,6,14,10,1.40,0,0.13,3.59,0.131,4.2,0.199,31,5,3,2,60.0,0,0,3루수,28.0,14.0,116.66666666666666,4.0,0.0,21.0,32.0,5.0,0.0,0.0,0.0,0.9249314285714286,0.0,"2,100",-0.045,0,0.0176211454,0.0249204155,0.0,100,0.9965663713274552
74565,박진환,2000.0,1981-03-10,롯데,2006,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.0,0.0,0,0.0,0.0,0,0,0,-,0,0.00,7.0,0.000,-0.1,0.0,1,0,0,0,0.0,0,0,수비기록없음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,300",0.005,0,0.00141643059,0.0263368461,0.0,101,0.0
74565,박진환,2000.0,1981-03-10,롯데,2011,0.080,11,26,25,2,2,1,0,0,3,2,1,0,0,0,0,6,0,0.120,0.08,0.2,0,0.0,0.333,1,10,7,1.43,0,0.00,3.12,0.040,-0.9,0.066,11,0,0,0,0.0,0,0,3루수,12.0,6.0,59.0,3.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0.8905084745762711,0.0,"2,400",-0.377,0,0.00354191263,0.0298787587,0.0,127,0.9997927658541268
72522,허일상,2002.0,1979-12-21,롯데,2002,0.200,42,58,50,3,10,1,0,2,17,4,4,0,3,0,1,9,1,0.340,0.259,0.599,1,0.0,0.0,3,17,14,1.21,0,0.33,3.6,0.140,4.6,0.202,42,0,0,0,0.0,0,0,포수,41.0,12.0,152.33333333333334,1.0,0.0,122.0,9.0,1.0,2.0,12.0,4.0,0.992,25.0,"1,700",0.009,0,0.0,0.0,0.0,58,0.0
72522,허일상,2002.0,1979-12-21,롯데,2003,0.236,58,113,106,9,25,7,1,0,34,6,1,1,4,0,1,17,1,0.321,0.268,0.589,2,0.087,0.25,8,29,36,0.81,0,0.24,3.19,0.085,8.9,0.201,58,0,0,0,0.0,0,0,포수,54.0,23.0,264.0,2.0,0.0,169.0,9.0,2.0,1.0,20.0,6.0,0.989,23.1,"2,300",0.116,0,0.00200803213,0.00200803213,0.0,171,0.0
72522,허일상,2002.0,1979-12-21,롯데,2004,0.194,27,42,36,4,7,2,0,0,9,3,0,1,5,0,0,5,0,0.250,0.286,0.536,1,0.222,0.0,2,12,13,0.92,0,1.00,4.14,0.056,3.0,0.191,27,1,0,1,0.0,0,0,포수,25.0,14.0,108.0,1.0,0.0,74.0,6.0,1.0,1.0,6.0,4.0,0.988,40.0,"2,800",-0.018,0,0.0218978102,0.0239058423,0.0,213,0.0
72522,허일상,2002.0,1979-12-21,SK,2009,1.000,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.0,2.0,0,0.0,0.0,0,0,0,-,0,-,2.0,0.000,0.5,0.7,2,0,0,0,0.0,0,0,포수,2.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"2,800",0.055,0,0.0064171123,0.0303229546,0.0,214,0.0
78666,최용규,2008.0,1985-08-31,KIA,2008,0.094,20,37,32,2,3,0,0,0,3,0,2,0,3,0,0,13,0,0.094,0.171,0.265,0,0.0,0.0,0,9,7,1.29,0,0.23,3.97,0.000,-0.6,0.1,20,3,1,2,33.3,0,0,3루수,18.0,9.0,92.33333333333331,1.0,0.0,36.0,23.0,7.0,0.0,0.0,0.0,0.9750469314079422,0.0,"2,000",-0.463,0,0.00282220132,0.00282220132,0.0,37,1.1897676596443827
78666,최용규,2008.0,1985-08-31,KIA,2009,0.259,51,57,54,10,14,0,0,1,17,5,0,0,3,0,0,16,0,0.315,0.298,0.613,2,0.2,0.0,1,10,14,0.71,0,0.19,3.33,0.056,4.9,0.213,51,12,7,5,58.3,0,0,중견수,45.0,11.0,150.33333333333331,1.0,0.0,43.0,8.0,3.0,0.0,0.0,0.0,0.9901884700665188,0.0,"2,200",-0.073,0,0.0181818182,0.0210040195,0.0,94,0.9851717468169148
78666,최용규,2008.0,1985-08-31,KIA,2010,0.160,22,29,25,4,4,1,0,0,5,1,1,1,1,0,1,8,1,0.200,0.214,0.414,1,0.0,0.0,1,6,8,0.75,0,0.13,3.66,0.040,1.0,0.146,22,0,0,0,0.0,0,0,우익수,26.0,6.0,71.0,0.0,0.0,23.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,"3,000",-0.248,0,0.0140405616,0.0350445811,0.0,123,1.3027001847117374
78666,최용규,2008.0,1985-08-31,KIA,2015,0.225,69,200,182,23,41,4,3,2,57,18,1,2,14,1,1,43,2,0.313,0.281,0.594,10,0.224,0.333,9,59,41,1.44,1,0.33,4.21,0.088,16.8,0.205,69,16,10,6,62.5,4,2,2루수,70.0,49.0,431.33333333333337,4.0,0.0,110.0,139.0,38.0,0.0,0.0,0.0,0.9850262751159196,0.0,"5,000",-1.202,0,0.0358845671,0.0709291482,0.0,323,0.3527748212907643
97103,손지환,1997.0,1978-11-13,LG,2002,0.214,111,330,290,25,62,9,0,5,86,24,14,2,14,0,10,51,8,0.297,0.272,0.569,14,0.175,0.0,14,96,83,1.16,0,0.27,3.57,0.083,23.5,0.197,111,7,5,2,71.4,0,0,2루수,133.0,75.0,703.6666666666667,9.0,0.0,152.0,207.0,45.0,0.0,0.0,0.0,0.9739284699194692,0.0,"3,700",-0.19,0,0.00943396226,0.00943396226,0.0,330,1.3550908029518518
97103,손지환,1997.0,1978-11-13,LG,2003,0.189,61,86,74,11,14,1,0,0,15,4,3,1,6,0,2,10,1,0.203,0.265,0.468,5,0.059,0.0,1,32,19,1.68,0,0.60,3.64,0.014,3.9,0.17,61,2,0,2,0.0,0,0,2루수,57.0,17.0,202.66666666666669,2.0,0.0,53.0,57.0,11.0,0.0,0.0,0.0,0.972907894736842,0.0,"5,700",-0.395,0,0.00200803213,0.0114419944,0.0,416,0.9286164709115656
97103,손지환,1997.0,1978-11-13,KIA,2004,0.271,114,333,303,40,82,15,1,13,138,42,8,3,13,0,6,26,5,0.455,0.311,0.766,24,0.288,0.429,29,91,107,0.85,0,0.50,3.45,0.185,42.6,0.254,114,6,3,3,50.0,0,0,3루수,121.0,78.0,703.0,8.0,0.0,127.0,164.0,36.0,0.0,0.0,0.0,0.9669497392128972,0.0,"5,400",1.904,0,0.0656934307,0.0771354251,0.0,749,0.8386161238952178
97103,손지환,1997.0,1978-11-13,KIA,2005,0.278,107,357,316,37,88,13,0,11,134,44,5,3,24,1,9,29,6,0.424,0.344,0.768,22,0.225,0.154,24,92,110,0.84,0,0.83,3.48,0.146,46.2,0.261,107,3,1,2,33.3,0,0,2루수,105.0,88.0,732.0,15.0,0.0,161.0,209.0,43.0,0.0,0.0,0.0,0.9480127504553734,0.0,"7,000",2.126,0,0.0704845815,0.147620007,0.0,1106,0.9402030679219452
97103,손지환,1997.0,1978-11-13,KIA,2006,0.264,96,293,273,24,72,12,0,4,96,21,3,1,8,0,8,25,5,0.352,0.303,0.655,20,0.2,0.286,16,90,87,1.03,0,0.32,3.32,0.088,28.1,0.224,96,2,1,1,50.0,0,0,2루수,91.0,84.0,617.0,9.0,0.0,173.0,155.0,30.0,0.0,0.0,0.0,0.9724554294975688,0.0,"8,500",0.632,0,0.0127478754,0.160367882,0.0,1399,0.9490532124113532
97103,손지환,1997.0,1978-11-13,KIA,2007,0.217,102,307,267,26,58,9,1,6,87,33,7,6,21,0,6,31,12,0.326,0.283,0.609,8,0.269,0.167,16,75,109,0.69,0,0.68,3.55,0.109,25.2,0.209,102,2,1,1,50.0,0,0,2루수,91.0,75.0,645.6666666666666,3.0,0.0,182.0,248.0,61.0,0.0,0.0,0.0,0.9930650490449148,0.0,"8,500",0.277,0,0.0686767169,0.229044599,0.0,1706,0.0761316909471181
97103,손지환,1997.0,1978-11-13,삼성,2008,0.179,45,84,78,7,14,4,0,2,24,11,0,1,3,0,2,7,1,0.308,0.226,0.534,3,0.167,0.0,6,23,35,0.66,0,0.43,2.82,0.128,5.3,0.179,45,1,0,1,0.0,0,0,2루수,42.0,16.0,171.0,2.0,0.0,45.0,56.0,9.0,0.0,0.0,0.0,0.9769824561403508,0.0,"7,225",-0.187,0,0.0291627469,0.258207346,0.0,1790,1.7329275835905342
97103,손지환,1997.0,1978-11-13,SK,2009,0.188,6,17,16,1,3,1,0,0,4,0,0,0,1,0,0,4,1,0.250,0.235,0.485,1,0.0,0.0,1,5,4,1.25,0,0.25,2.65,0.063,0.7,0.168,6,1,1,0,100.0,0,0,3루수,6.0,5.0,32.666666666666664,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,"4,000",-0.067,0,0.00427807487,0.262485421,0.0,1807,0.8571484374283715
97103,손지환,1997.0,1978-11-13,한화,2010,0.220,25,65,59,6,13,3,0,1,19,3,1,0,2,0,3,5,1,0.322,0.281,0.603,2,0.1,0.0,4,13,28,0.46,0,0.40,3.54,0.102,4.7,0.207,25,2,0,2,0.0,0,0,3루수,25.0,18.0,139.0,2.0,0.0,11.0,34.0,3.0,0.0,0.0,0.0,0.950115107913669,0.0,"4,000",-0.075,0,0.0140405616,0.276525982,0.0,1872,0.0615570796631668
99152,김광삼,1999.0,1980-08-15,LG,2008,0.385,13,13,13,0,5,1,0,0,6,1,0,0,0,0,0,3,0,0.462,0.385,0.847,0,0.2,0.4,1,3,2,1.50,0,0.00,3.46,0.077,1.7,0.289,13,1,0,1,0.0,0,0,우익수,2.0,1.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"5,800",0.084,0,0.020696143,0.020696143,0.0,13,0.0
99152,김광삼,1999.0,1980-08-15,LG,2009,0.000,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0,0.0,0,0.0,0.0,0,0,4,0.00,0,-,3.75,0.000,-0.4,0.0,1,0,0,0,0.0,0,0,우익수,1.0,1.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"5,800",-0.101,0,0.0160427807,0.0367389237,0.0,17,0.0
64340,임지열,2014.0,1995-08-22,우리/히어로즈/넥센/키움,2019,0.133,11,18,15,0,2,1,0,0,3,3,1,0,1,0,1,7,1,0.200,0.235,0.435,0,0.25,0.25,1,5,1,5.00,0,0.14,4.28,0.067,0.3,0.156,11,0,0,0,0.0,0,0,3루수,8.0,3.0,30.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.833,0.0,2700,0.0,0,0.0151650312,0.0151650312,0.0,18,0.6500224216483541
64340,임지열,2014.0,1995-08-22,우리/히어로즈/넥센/키움,2020,1.000,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.0,2.0,0,0.0,1.0,0,0,0,-,0,-,4.0,0.000,0.5,0.7,1,0,0,0,0.0,0,0,우익수,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700,0.047,0,0.00256410256,0.0177291338,0.0,19,0.0
97109,이병규,1997.0,1974-10-25,LG,2002,0.293,109,444,389,54,114,25,0,12,175,43,1,2,50,12,2,57,6,0.450,0.375,0.825,30,0.253,0.0,37,135,85,1.59,0,0.88,3.72,0.157,63.4,0.281,109,15,9,6,60.0,0,0,중견수,106.0,103.0,889.3333333333334,3.0,0.0,208.0,2.0,2.0,0.0,0.0,0.0,0.986,0.0,"20,000",3.427,0,0.150943396,0.150943396,0.0,444,0.0
97109,이병규,1997.0,1974-10-25,LG,2003,0.279,44,178,154,20,43,9,2,5,71,30,0,2,21,4,1,23,0,0.461,0.365,0.826,11,0.28,0.0,16,48,42,1.14,0,0.91,3.97,0.182,26.2,0.28,44,4,1,3,25.0,0,0,중견수,49.0,42.0,348.0,0.0,0.0,127.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,"25,000",1.271,0,0.0281124498,0.179055846,0.0,622,0.4138168503036337
97109,이병규,1997.0,1974-10-25,LG,2004,0.323,129,562,496,95,160,26,2,14,232,64,3,1,50,1,12,72,14,0.468,0.397,0.865,45,0.28,0.333,42,167,98,1.70,0,0.69,3.74,0.145,85.6,0.296,129,12,8,4,66.7,0,0,중견수,136.0,123.0,1036.0,4.0,0.0,289.0,12.0,9.0,0.0,0.0,0.0,0.985530888030888,0.0,"22,000",5.722,0,0.335766423,0.514822269,1.0,1184,0.2178364755977512
97109,이병규,1997.0,1974-10-25,LG,2005,0.337,119,517,466,62,157,24,2,9,212,75,1,7,34,1,9,62,10,0.455,0.388,0.843,51,0.346,0.667,35,150,104,1.44,0,0.55,3.49,0.118,78.4,0.288,119,16,10,6,62.5,0,0,중견수,113.0,106.0,896.6666666666667,1.0,0.0,229.0,10.0,1.0,0.0,0.0,0.0,0.9956684014869888,0.0,"30,000",4.943,0,0.621145374,1.135967643,1.0,1701,0.0659144123432416
97109,이병규,1997.0,1974-10-25,LG,2006,0.297,120,515,478,51,142,29,1,7,194,55,1,1,31,5,4,65,8,0.406,0.344,0.75,46,0.298,0.0,37,155,117,1.32,0,0.48,3.34,0.109,62.5,0.256,120,5,3,2,60.0,0,0,중견수,119.0,114.0,975.3333333333334,3.0,0.0,255.0,6.0,3.0,0.0,0.0,0.0,0.9909788106630212,0.0,"50,000",3.83,0,0.318696884,1.454664527,0.0,2216,0.0957301683273267
97109,이병규,1997.0,1974-10-25,LG,2010,0.290,117,451,404,49,117,14,1,9,160,64,4,6,36,5,1,53,11,0.396,0.345,0.741,39,0.291,0.067,24,136,104,1.31,0,0.68,3.61,0.106,54.0,0.254,117,7,3,4,42.9,0,0,우익수,122.0,100.0,868.0000000000001,0.0,0.0,194.0,14.0,4.0,0.0,0.0,0.0,0.9988479262672812,0.0,"40,000",1.16,0,0.102184087,1.556848614,0.0,2667,0.0129201279123266
97109,이병규,1997.0,1974-10-25,LG,2011,0.338,127,519,485,64,164,24,0,16,236,75,2,2,28,1,2,47,10,0.487,0.375,0.862,50,0.341,0.375,40,144,132,1.09,0,0.60,3.35,0.148,80.3,0.291,127,3,2,1,66.7,0,0,좌익수,152.0,115.0,991.0,1.0,0.0,218.0,6.0,2.0,0.0,0.0,0.0,0.9956205852674064,0.0,"40,000",4.364,0,0.151711924,1.708560538,0.0,3186,0.0
97109,이병규,1997.0,1974-10-25,LG,2012,0.300,118,455,420,52,126,25,1,5,168,41,5,6,22,1,2,58,18,0.400,0.333,0.733,34,0.23,0.231,31,140,102,1.37,0,0.38,3.5,0.100,49.3,0.25,118,12,5,7,41.7,0,0,우익수,96.0,76.0,661.3333333333333,2.0,0.0,138.0,3.0,1.0,0.0,0.0,0.0,0.9860740927419356,0.0,"60,000",1.892,0,0.113434728,1.821995266,0.0,3641,0.0297176640673477
97109,이병규,1997.0,1974-10-25,LG,2013,0.348,98,401,374,39,130,19,3,5,170,74,0,3,22,2,2,40,10,0.455,0.384,0.839,35,0.426,0.0,27,113,94,1.20,0,0.55,3.42,0.107,58.3,0.287,98,4,2,2,50.0,0,0,우익수,48.0,40.0,334.0,1.0,0.0,77.0,2.0,1.0,0.0,0.0,0.0,0.9870179640718564,0.0,"60,000",2.923,0,0.312061264,2.13405653,1.0,4042,0.0528267738896839
97109,이병규,1997.0,1974-10-25,LG,2014,0.251,62,207,195,23,49,6,0,2,61,25,2,0,8,0,2,21,5,0.313,0.288,0.601,11,0.263,0.267,8,63,62,1.02,4,0.38,3.51,0.062,15.9,0.208,62,2,1,1,50.0,0,0,우익수,32.0,21.0,176.0,0.0,0.0,39.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,"85,000",-0.579,1,0.109641313,2.243697843,0.0,4249,0.0505569335767431
97109,이병규,1997.0,1974-10-25,LG,2015,0.219,54,102,96,3,21,7,0,1,31,9,0,1,5,0,0,18,4,0.323,0.255,0.578,1,0.147,0.229,8,34,24,1.42,1,0.28,3.65,0.104,6.7,0.196,54,0,0,0,0.0,0,0,우익수,3.0,2.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"85,000",-0.434,0,0.0499372647,2.293635107,0.0,4351,0.0
97109,이병규,1997.0,1974-10-25,LG,2016,1.000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.0,2.0,0,1.0,1.0,0,0,0,-,0,-,2.0,0.000,0.5,0.7,1,0,0,0,0.0,0,0,수비기록없음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"85,000",0.05,0,0.254990926,2.548626033,0.0,4352,0.0
66392,김종덕,2016.0,1993-05-12,우리/히어로즈/넥센/키움,2018,0.500,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.500,0.5,1.0,0,0.0,0.0,0,0,1,0.00,0,-,1.5,0.000,0.4,0.35,3,0,0,0,0.0,0,0,포수,3.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"2,700",0.034,0,0.00318979266,0.00318979266,0.0,2,0.0
64346,임병욱,2014.0,1995-09-30,우리/히어로즈/넥센/키움,2015,0.186,40,52,43,13,8,1,1,1,14,3,0,0,9,0,0,23,1,0.326,0.327,0.653,0,0.222,0.308,3,5,7,0.71,0,0.39,4.08,0.140,4.1,0.229,40,6,2,4,33.3,1,1,1루수,16.0,3.0,49.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,"4,000",-0.103,0,0.0316185696,0.0316185696,0.0,52,0.8886466698980793
64346,임병욱,2014.0,1995-09-30,우리/히어로즈/넥센/키움,2016,0.249,104,265,233,43,58,11,1,8,95,24,6,0,25,0,1,82,2,0.408,0.324,0.732,13,0.197,0.0,20,37,56,0.66,0,0.30,4.0,0.159,32.6,0.248,104,23,17,6,73.9,3,2,중견수,102.0,71.0,641.6666666666666,3.0,0.0,208.0,6.0,2.0,0.0,0.0,0.0,0.9860654545454546,0.0,"4,000",0.764,0,0.164246824,0.195865394,0.0,317,0.0
64346,임병욱,2014.0,1995-09-30,우리/히어로즈/넥센/키움,2017,0.238,21,46,42,10,10,3,0,1,16,7,0,1,3,0,0,14,2,0.381,0.283,0.664,2,0.2,0.5,4,14,5,2.80,0,0.21,4.24,0.143,4.6,0.223,21,2,2,0,100.0,1,0,중견수,19.0,9.0,101.33333333333331,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"6,500",0.047,0,0.0318822808,0.227747674,0.0,363,0.0
64346,임병욱,2014.0,1995-09-30,우리/히어로즈/넥센/키움,2018,0.293,134,447,423,76,124,29,3,13,198,60,0,2,22,1,0,119,6,0.468,0.327,0.795,31,0.303,0.2,45,108,74,1.46,3,0.18,3.68,0.175,62.2,0.264,134,19,16,3,84.2,3,0,중견수,126.0,97.0,911.6666666666666,5.0,0.0,227.0,2.0,0.0,0.0,0.0,0.0,0.979,0.0,"5,000",2.133,0,0.209463052,0.437210726,1.0,810,0.0
64346,임병욱,2014.0,1995-09-30,우리/히어로즈/넥센/키움,2019,0.243,117,419,379,39,92,17,5,0,119,41,6,0,23,0,11,110,6,0.314,0.305,0.619,21,0.267,0.0,22,104,73,1.42,5,0.21,3.75,0.071,36.5,0.216,117,12,10,2,83.3,3,1,중견수,117.0,101.0,904.6666666666666,4.0,0.0,248.0,9.0,2.0,0.0,0.0,0.0,0.985,0.0,"5,000",1.325,0,0.0722569135,0.50946764,0.0,1229,0.0
64346,임병욱,2014.0,1995-09-30,우리/히어로즈/넥센/키움,2020,0.270,12,41,37,3,10,4,0,0,14,6,0,0,4,1,0,10,1,0.378,0.341,0.719,1,0.5,0.0,4,13,4,3.25,0,0.40,4.02,0.108,4.8,0.248,12,3,3,0,100.0,0,0,중견수,12.0,12.0,91.0,1.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.957,0.0,"5,000",0.425,0,0.0384615385,0.547929178,0.0,1270,0.0
62302,지재옥,2012.0,1988-07-24,우리/히어로즈/넥센/키움,2012,0.120,29,66,50,3,6,1,0,1,10,3,4,0,10,0,2,10,2,0.200,0.29,0.49,1,0.0,0.0,2,18,16,1.13,0,1.00,3.91,0.080,3.8,0.181,29,1,1,0,100.0,0,0,포수,27.0,16.0,145.0,0.0,2.0,108.0,15.0,3.0,1.0,22.0,5.0,1.0,18.5,"2,400",0.014,0,0.0329531052,0.0329531052,0.0,66,0.0
