선수명,생년월일,연도,연봉,WAR
양원혁,1991-07-21,2015,"2,700",-0.062
양원혁,1991-07-21,2018,"2,900",0.096
양원혁,1991-07-21,2019,"900,000",0.000
장준원,1995-11-21,2015,"3,000",-0.437
장준원,1995-11-21,2016,"3,000",-0.026
장준원,1995-11-21,2017,"3,200",-0.127
장준원,1995-11-21,2020,"3,400",0.120
김태진,1995-10-07,2015,"3,000",-0.079
김태진,1995-10-07,2016,"3,000",0.032
김태진,1995-10-07,2018,"3,000",-0.028
김태진,1995-10-07,2019,"3,000",1.433
김태진,1995-10-07,2020,"3,000",-1.059
박광열,1995-08-28,2015,"3,000",-0.099
박광열,1995-08-28,2016,"3,000",0.072
박광열,1995-08-28,2017,"3,000",-0.201
박광열,1995-08-28,2018,"3,600",-0.166
윤병호,1989-07-05,2015,"2,900",-0.216
윤병호,1989-07-05,2016,"2,900",-0.049
윤병호,1989-07-05,2017,"3,000",-0.081
윤병호,1989-07-05,2018,"900,000",-0.122
황윤호,1993-09-22,2015,"2,700",-0.020
황윤호,1993-09-22,2016,"2,700",-0.141
황윤호,1993-09-22,2017,"3,000",-0.124
황윤호,1993-09-22,2018,"3,100",-0.486
황윤호,1993-09-22,2019,"3,100",0.552
황윤호,1993-09-22,2020,"5,000",0.037
김민식,1989-06-28,2015,"3,000",-0.187
김민식,1989-06-28,2016,"3,000",0.729
김민식,1989-06-28,2017,"3,000",-0.447
김민식,1989-06-28,2018,"15,000",0.941
김민식,1989-06-28,2019,"15,000",-0.223
김민식,1989-06-28,2020,"8,800",0.304
박철우,1991-01-29,2015,"900,000",-0.075
유서준,1995-12-04,2015,"2,900",-0.112
유서준,1995-12-04,2016,"2,900",-0.262
유서준,1995-12-04,2020,"3,100",-0.027
이진석,1995-05-20,2015,"2,900",-0.001
이진석,1995-05-20,2016,"2,900",-0.387
이현석,1992-06-07,2015,"2,700",0.089
이현석,1992-06-07,2016,"2,700",-0.113
이현석,1992-06-07,2019,"2,700",-0.060
이현석,1992-06-07,2020,"3,000",-0.407
유민상,1989-04-13,2015,"3,200",-0.055
유민상,1989-04-13,2016,"3,200",0.238
유민상,1989-04-13,2017,"4,500",0.041
유민상,1989-04-13,2018,"4,500",0.288
유민상,1989-04-13,2019,"4,500",1.012
유민상,1989-04-13,2020,"6,000",0.135
강로한,1992-05-13,2015,,-0.087
강로한,1992-05-13,2019,,-0.323
강로한,1992-05-13,2020,"5,300",-0.034
김대륙,1992-04-03,2015,"3,200",-0.371
김대륙,1992-04-03,2016,"3,200",-0.211
김대륙,1992-04-03,2017,"3,400",-0.711
김재유,1992-08-07,2015,"2,700",-0.214
김재유,1992-08-07,2016,"2,900",-0.247
김재유,1992-08-07,2017,"3,000",-0.120
김재유,1992-08-07,2020,"2,900",0.364
안중열,1995-09-01,2015,,-0.605
안중열,1995-09-01,2016,"4,000",-0.184
안중열,1995-09-01,2018,"2,800",0.438
안중열,1995-09-01,2019,"900,000",-0.307
오윤석,1992-02-24,2015,"2,700",0.096
오윤석,1992-02-24,2018,"3,100",-0.135
오윤석,1992-02-24,2019,"900,000",-1.115
오윤석,1992-02-24,2020,"4,000",0.948
구자욱,1993-02-12,2015,"8,000",5.270
구자욱,1993-02-12,2016,"8,000",4.193
구자욱,1993-02-12,2017,"16,000",5.260
구자욱,1993-02-12,2018,"25,000",3.907
구자욱,1993-02-12,2019,"25,000",2.120
구자욱,1993-02-12,2020,"28,000",4.172
윤영수,1992-03-11,2015,"2,900",-0.011
최민구,1992-03-17,2015,"2,900",0.000
최선호,1991-12-12,2015,"3,500",-0.580
최선호,1991-12-12,2016,"3,500",-0.549
최선호,1991-12-12,2019,"3,500",0.093
김민준,1994-02-12,2015,"2,700",0.036
김민준,1994-02-12,2016,"2,700",-0.228
김민준,1994-02-12,2017,"2,700",-0.153
김민준,1994-02-12,2020,"2,700",-0.205
김재현,1993-03-18,2015,"4,400",-0.246
김재현,1993-03-18,2016,"4,400",-0.367
김재현,1993-03-18,2017,"5,300",-0.416
김재현,1993-03-18,2018,"900,000",-0.443
김재현,1993-03-18,2020,"900,000",-0.075
송성문,1996-08-29,2015,"2,700",-0.131
송성문,1996-08-29,2017,"3,000",0.022
송성문,1996-08-29,2018,"3,500",1.779
송성문,1996-08-29,2019,"3,500",0.179
임병욱,1995-09-30,2015,"4,000",-0.103
임병욱,1995-09-30,2016,"4,000",0.764
임병욱,1995-09-30,2017,"6,500",0.047
임병욱,1995-09-30,2018,"5,000",2.133
임병욱,1995-09-30,2019,"5,000",1.325
임병욱,1995-09-30,2020,"5,000",0.425
장시윤,1993-09-23,2015,"3,300",-0.359
장시윤,1993-09-23,2016,"3,300",-0.084
장시윤,1993-09-23,2018,"3,600",-0.053
허정협,1990-02-17,2015,"3,000",0.086
허정협,1990-02-17,2016,"3,000",-0.177
허정협,1990-02-17,2017,"3,300",0.055
허정협,1990-02-17,2018,"4,500",-0.091
허정협,1990-02-17,2019,"4,500",-0.217
허정협,1990-02-17,2020,"4,500",0.838
신성현,1990-10-19,2015,"3,700",0.573
신성현,1990-10-19,2016,"3,700",0.242
신성현,1990-10-19,2017,"3,700",-0.613
신성현,1990-10-19,2018,"5,700",-0.251
신성현,1990-10-19,2019,"5,700",0.138
신성현,1990-10-19,2020,"4,800",0.086
주현상,1992-08-10,2015,"3,700",0.759
주현상,1992-08-10,2016,"900,000",-0.022
지성준,1994-04-10,2015,"2,700",-0.059
지성준,1994-04-10,2016,"2,700",0.001
지성준,1994-04-10,2018,"2,800",0.491
지성준,1994-04-10,2019,"2,800",0.293
지성준,1994-04-10,2020,"5,700",0.086
채기영,1995-09-01,2015,"2,700",-0.047
이진영,1997-07-21,2016,"2,700",-0.505
이진영,1997-07-21,2017,"2,700",0.068
이진영,1997-07-21,2019,"2,700",-0.132
이진영,1997-07-21,2020,"3,400",0.041
최원준,1997-03-23,2016,"2,700",0.226
최원준,1997-03-23,2017,"3,100",0.586
최원준,1997-03-23,2018,"7,500",-0.099
최원준,1997-03-23,2019,"7,500",-0.888
최원준,1997-03-23,2020,"7,000",1.442
김만수,1996-04-18,2016,"2,900",-0.026
김만수,1996-04-18,2017,"3,000",-0.086
남태혁,1991-03-13,2016,"2,700",-0.416
남태혁,1991-03-13,2017,"3,000",-0.109
남태혁,1991-03-13,2018,"3,300",-0.157
남태혁,1991-03-13,2019,"3,300",-0.089
남태혁,1991-03-13,2020,"3,000",-0.371
정주후,1995-06-26,2016,"2,700",-0.019
정주후,1995-06-26,2017,"2,900",-0.062
정주후,1995-06-26,2020,"2,900",-0.043
강승호,1994-02-09,2016,"2,700",-0.310
강승호,1994-02-09,2017,"3,500",0.628
강승호,1994-02-09,2018,"3,500",-0.093
강승호,1994-02-09,2019,"900,000",-0.099
박재욱,1995-12-06,2016,"2,700",-0.079
박재욱,1995-12-06,2020,"3,500",0.002
이형종,1989-06-07,2010,"2,400",0.057
이형종,1989-06-07,2016,"2,700",-0.260
이형종,1989-06-07,2017,"6,000",2.706
이형종,1989-06-07,2018,"10,500",3.234
이형종,1989-06-07,2019,"10,500",4.314
이형종,1989-06-07,2020,"20,000",2.668
홍창기,1993-11-21,2016,"2,700",-0.116
홍창기,1993-11-21,2018,"2,700",0.045
홍창기,1993-11-21,2019,"2,700",0.249
홍창기,1993-11-21,2020,"3,800",5.040
도태훈,1993-03-18,2016,"2,700",-0.088
도태훈,1993-03-18,2017,"2,700",-0.233
도태훈,1993-03-18,2018,"900,000",0.156
도태훈,1993-03-18,2020,"900,000",0.049
박세웅,1993-08-12,2016,"2,700",0.008
이재율,1993-05-02,2016,"2,700",-0.122
이재율,1993-05-02,2017,"3,000",-0.230
이재율,1993-05-02,2018,"900,000",-0.202
이재율,1993-05-02,2020,"900,000",0.303
김동엽,1990-07-24,2016,"2,700",0.461
김동엽,1990-07-24,2017,"4,700",1.526
김동엽,1990-07-24,2018,"11,500",-0.123
김동엽,1990-07-24,2019,"11,500",-1.024
김동엽,1990-07-24,2020,"13,500",2.087
임석진,1997-10-10,2016,"2,700",-0.077
조성모,1992-02-14,2016,"2,700",0.052
최정용,1996-10-24,2016,"2,700",0.066
최정용,1996-10-24,2017,"2,700",-0.057
최정용,1996-10-24,2019,"2,700",-0.050
최정용,1996-10-24,2020,"3,600",-0.435
김인태,1994-07-03,2016,"2,800",-0.272
김인태,1994-07-03,2017,"3,000",-0.148
김인태,1994-07-03,2018,"3,200",0.011
김인태,1994-07-03,2019,"3,200",0.474
김인태,1994-07-03,2020,"5,000",0.325
서예일,1993-06-19,2016,"2,700",-0.117
서예일,1993-06-19,2017,"2,700",-0.028
서예일,1993-06-19,2019,"2,700",-0.081
서예일,1993-06-19,2020,"3,200",0.029
이우성,1994-07-17,2016,"2,800",-0.060
이우성,1994-07-17,2017,"2,800",-0.052
이우성,1994-07-17,2018,"2,800",-0.551
이우성,1994-07-17,2019,"2,800",0.053
이우성,1994-07-17,2020,"4,000",-0.385
정진철,1991-12-28,2016,"2,700",-0.017
조수행,1993-08-30,2016,"2,700",-0.215
조수행,1993-08-30,2017,"3,600",0.491
조수행,1993-08-30,2018,"900,000",-0.022
조수행,1993-08-30,2020,"900,000",-0.013
최용제,1991-07-12,2016,"2,700",-0.070
최용제,1991-07-12,2020,"2,800",0.198
강태율,1996-11-01,2020,,0.561
김지수,1996-10-29,2016,,-0.186
김지수,1996-10-29,2020,,-0.244
나경민,1991-12-12,2016,"2,700",-0.213
나경민,1991-12-12,2017,"3,600",-0.026
나경민,1991-12-12,2018,"5,800",0.349
나경민,1991-12-12,2019,"900,000",-0.036
권정웅,1992-11-15,2016,"2,700",0.068
권정웅,1992-11-15,2017,"3,000",0.191
권정웅,1992-11-15,2018,"900,000",-0.196
권정웅,1992-11-15,2020,"900,000",-0.004
이성규,1993-08-03,2016,"2,700",-0.087
이성규,1993-08-03,2017,"2,700",-0.034
이성규,1993-08-03,2019,"2,700",0.123
이성규,1993-08-03,2020,"4,300",-0.785
황선도,1997-08-28,2016,"2,700",0.030
김웅빈,1996-02-09,2016,"2,700",0.003
김웅빈,1996-02-09,2017,"3,000",-0.431
김웅빈,1996-02-09,2019,"3,000",0.053
김웅빈,1996-02-09,2020,"3,000",0.627
박정음,1989-04-15,2016,"2,700",1.023
박정음,1989-04-15,2017,"6,600",-0.262
박정음,1989-04-15,2018,"5,500",-0.177
박정음,1989-04-15,2019,"5,500",0.042
박정음,1989-04-15,2020,"5,500",-0.351
주효상,1997-11-11,2016,"2,700",-0.133
주효상,1997-11-11,2017,"3,000",-0.613
주효상,1997-11-11,2018,"3,500",-0.172
주효상,1997-11-11,2019,"3,500",-0.128
주효상,1997-11-11,2020,"3,500",-0.134
김원석,1989-10-29,2016,"3,000",-0.048
김원석,1989-10-29,2017,"900,000",0.209
김주현,1993-12-21,2016,"2,700",-0.078
김주현,1993-12-21,2017,"2,800",0.072
이동훈,1996-07-24,2016,"2,700",0.026
이동훈,1996-07-24,2017,"2,800",-0.578
이동훈,1996-07-24,2018,"3,300",-0.059
이동훈,1996-07-24,2019,"3,300",0.005
이동훈,1996-07-24,2020,"3,300",-0.631
노관현,1993-10-18,2017,"2,700",0.039
이정훈,1994-12-07,2017,,-0.002
이정훈,1994-12-07,2019,,-0.000
이정훈,1994-12-07,2020,"3,000",-0.094
안치영,1998-05-29,2017,,-0.338
안치영,1998-05-29,2019,,-0.079
이재근,1995-01-15,2017,"2,700",-0.116
홍현빈,1997-08-29,2017,"2,700",-0.074
홍현빈,1997-08-29,2018,"900,000",0.120
홍현빈,1997-08-29,2020,"900,000",-0.296
김주성,1998-01-30,2017,"2,700",0.052
백승현,1995-05-26,2017,,0.024
백승현,1995-05-26,2018,"3,000",-0.001
백승현,1995-05-26,2019,"3,000",-0.120
백승현,1995-05-26,2020,"3,400",-0.015
최민창,1996-04-16,2017,,-0.035
신진호,1991-10-20,2017,"2,700",-0.172
신진호,1991-10-20,2018,"2,800",-0.156
유영준,1994-07-13,2017,,0.002
유영준,1994-07-13,2019,,-0.117
유영준,1994-07-13,2020,"2,800",-0.078
이원재,1989-05-20,2017,,-0.110
이원재,1989-05-20,2018,"2,700",0.350
이원재,1989-05-20,2019,"2,700",-0.287
이원재,1989-05-20,2020,"7,100",-0.069
박성한,1998-03-30,2017,"2,700",-0.054
박성한,1998-03-30,2018,"900,000",-0.361
박성한,1998-03-30,2020,"900,000",0.298
조용호,1989-09-09,2017,"3,100",0.215
조용호,1989-09-09,2018,"6,200",-0.271
조용호,1989-09-09,2019,"6,200",0.370
조용호,1989-09-09,2020,"7,000",1.847
최항,1994-01-03,2017,,0.452
최항,1994-01-03,2018,"4,200",1.306
최항,1994-01-03,2019,"4,200",0.379
최항,1994-01-03,2020,"7,500",0.845
김민혁,1996-05-03,2017,,-0.184
김민혁,1996-05-03,2018,"3,000",0.005
박유연,1998-12-20,2017,"2,700",0.010
박유연,1998-12-20,2019,"900,000",-0.007
김민수,1998-03-18,2017,,-0.195
김민수,1998-03-18,2019,"900,000",-0.109
김민수,1998-03-18,2020,"3,000",0.070
나종덕,1998-03-16,2017,"2,700",-0.164
나종덕,1998-03-16,2018,"2,800",-1.616
나종덕,1998-03-16,2019,"2,800",-1.438
김성윤,1999-02-02,2017,"2,700",-0.048
김성윤,1999-02-02,2018,"900,000",-0.051
김성윤,1999-02-02,2020,"900,000",0.076
김성훈,1993-10-27,2017,"2,700",1.042
김성훈,1993-10-27,2018,"4,700",0.277
김성훈,1993-10-27,2019,"4,700",-0.368
나원탁,1994-08-20,2017,"2,700",-0.087
나원탁,1994-08-20,2018,"900,000",-0.349
안주형,1993-08-14,2017,"2,700",-0.338
안주형,1993-08-14,2018,"900,000",-0.179
이현동,1993-03-27,2017,"2,800",-0.028
이현동,1993-03-27,2019,"2,800",-0.062
최원제,1989-02-04,2008,,-0.197
최원제,1989-02-04,2009,"2,000",0.501
최원제,1989-02-04,2012,"3,300",0.033
최원제,1989-02-04,2013,"3,300",-0.020
최원제,1989-02-04,2017,"3,300",-0.068
최원제,1989-02-04,2018,"900,000",0.025
김규민,1993-01-26,2017,"2,700",-0.135
김규민,1993-01-26,2018,"2,900",0.610
김규민,1993-01-26,2019,"2,900",0.740
김규민,1993-01-26,2020,"2,900",-0.512
김혜성,1999-01-27,2017,"2,700",-0.096
김혜성,1999-01-27,2018,"2,900",1.301
김혜성,1999-01-27,2019,"2,900",2.526
김혜성,1999-01-27,2020,"2,900",3.554
이정후,1998-08-20,2017,"2,700",3.288
이정후,1998-08-20,2018,"11,000",4.053
이정후,1998-08-20,2019,"11,000",4.284
이정후,1998-08-20,2020,"11,000",6.577
채상현,1993-04-14,2017,"900,000",-0.002
강상원,1997-05-05,2017,"2,700",-0.083
강상원,1997-05-05,2018,"900,000",-0.012
김태연,1997-06-10,2017,"2,700",-0.520
김태연,1997-06-10,2018,"3,000",-0.148
김태연,1997-06-10,2019,"900,000",0.061
박상언,1997-03-03,2017,,0.025
박상언,1997-03-03,2019,,0.004
박상언,1997-03-03,2020,"2,800",-0.108
정경운,1993-08-09,2017,,-0.740
정경운,1993-08-09,2018,"900,000",-0.236
김석환,1999-02-28,2018,"2,800",-0.055
류승현,1997-07-01,2018,"2,900",0.164
류승현,1997-07-01,2019,"900,000",-0.174
신범수,1998-01-25,2018,"2,900",-0.231
신범수,1998-01-25,2019,"900,000",0.379
강백호,1999-07-29,2018,"2,700",1.437
강백호,1999-07-29,2019,"2,700",4.668
강백호,1999-07-29,2020,"21,000",4.957
고명성,1999-04-16,2018,"2,700",-0.044
고명성,1999-04-16,2019,"900,000",-0.069
문성주,1997-02-20,2018,"900,000",-0.053
윤대영,1994-01-31,2018,"2,900",-0.230
김찬형,1997-12-29,2017,"2,700",-0.012
김찬형,1997-12-29,2018,"2,700",0.045
김찬형,1997-12-29,2019,"2,700",0.501
김찬형,1997-12-29,2020,"5,800",-0.387
김철호,1998-02-06,2018,"900,000",0.004
김철호,1998-02-06,2019,"900,000",-0.057
김형준,1999-11-02,2018,"2,700",-0.517
김형준,1999-11-02,2019,"2,700",0.020
김형준,1999-11-02,2020,"5,000",0.575
박헌욱,1993-04-11,2013,"2,400",0.000
박헌욱,1993-04-11,2018,"2,700",-0.050
박헌욱,1993-04-11,2019,"900,000",-0.114
오영수,2000-01-30,2018,"2,700",-0.235
오영수,2000-01-30,2019,"2,700",-0.133
이인혁,1999-01-03,2018,"900,000",0.003
이인혁,1999-01-03,2019,"900,000",-0.007
조원빈,1993-04-10,2018,"900,000",-0.021
안상현,1997-01-27,2018,"2,700",0.027
안상현,1997-01-27,2019,"2,700",-0.425
이윤재,1989-01-02,2018,,-0.025
이유찬,1998-08-05,2019,,-0.021
이유찬,1998-08-05,2020,"3,200",0.400
장승현,1994-03-07,2018,"2,800",0.091
장승현,1994-03-07,2019,"2,800",-0.062
장승현,1994-03-07,2020,"3,500",0.098
전민재,1999-06-30,2018,"2,700",0.047
전민재,1999-06-30,2019,"900,000",0.021
황경태,1996-08-17,2017,"2,700",0.001
황경태,1996-08-17,2018,"2,800",-0.210
전병우,1992-10-24,2018,"2,700",1.117
전병우,1992-10-24,2019,"2,700",-0.905
전병우,1992-10-24,2020,"2,700",1.161
한동희,1999-06-01,2018,"2,700",-0.311
한동희,1999-06-01,2019,"2,700",-0.532
한동희,1999-06-01,2020,"4,700",3.179
김호재,1995-05-31,2018,"2,800",-0.240
김호재,1995-05-31,2019,"2,800",-0.181
김호재,1995-05-31,2020,"4,000",1.125
백승민,1990-07-09,2018,"2,700",-0.180
백승민,1990-07-09,2019,"2,700",-0.221
백승민,1990-07-09,2020,"4,500",-0.118
송준석,1994-05-04,2018,"2,700",0.047
송준석,1994-05-04,2019,"2,700",-0.276
송준석,1994-05-04,2020,"4,000",0.187
김종덕,1993-05-12,2018,"2,700",0.034
예진원,1999-03-16,2018,"2,700",-0.175
예진원,1999-03-16,2019,"2,700",0.003
김인환,1994-01-28,2018,"2,800",-0.202
김인환,1994-01-28,2019,"900,000",-0.432
김창혁,1991-05-17,2018,,-0.049
김창혁,1991-05-17,2019,"900,000",-0.051
이도윤,1996-10-07,2018,"900,000",-0.025
이도윤,1996-10-07,2020,"900,000",-0.120
장진혁,1993-09-30,2018,"2,800",-0.100
장진혁,1993-09-30,2019,"2,800",0.517
장진혁,1993-09-30,2020,"5,800",-0.210
정은원,2000-01-17,2018,"2,700",-0.021
정은원,2000-01-17,2019,"2,700",1.820
정은원,2000-01-17,2020,"12,000",0.640
오선우,1996-12-13,2019,,-0.330
오선우,1996-12-13,2020,"3,000",0.018
오정환,1999-03-27,2019,"900,000",-0.534
한준수,1999-02-13,2019,,0.051
김병희,1990-12-06,2019,,-0.059
김병희,1990-12-06,2020,"3,000",-0.061
박민석,2000-04-13,2019,,0.018
안승한,1992-01-25,2019,,-0.536
구본혁,1997-01-11,2019,,0.011
구본혁,1997-01-11,2020,"4,000",-0.093
류형우,1995-05-07,2019,,-0.075
신민재,1996-01-21,2019,,0.002
신민재,1996-01-21,2020,"5,000",0.336
전준호,1998-07-01,2019,"900,000",-0.085
최승민,1996-07-01,2019,,0.159
김성민,1993-05-12,2019,,-0.025
김창평,2000-06-14,2019,,-0.145
김창평,2000-06-14,2020,"3,000",-0.150
임재현,1991-05-29,2019,,0.098
채현우,1995-11-21,2019,,0.033
채현우,1995-11-21,2020,"3,000",-0.239
최경모,1996-06-17,2019,"900,000",-0.201
최민재,1994-01-08,2019,,0.024
최준우,1999-03-25,2019,,0.199
최준우,1999-03-25,2020,,-0.631
김경호,1995-07-31,2019,,-0.174
김경호,1995-07-31,2020,,-0.605
김대한,2000-12-06,2019,,-0.052
송승환,2000-10-28,2019,,-0.051
고승민,2000-08-11,2019,,-0.034
배성근,1995-04-27,2019,,-0.338
배성근,1995-04-27,2020,"3,200",-0.155
신용수,1996-01-05,2019,,-0.468
신용수,1996-01-05,2020,"2,900",0.071
정보근,1999-08-31,2019,,-0.141
정보근,1999-08-31,2020,"2,900",-1.221
정준혁,1994-04-01,2019,,-0.069
공민규,1999-09-27,2019,,0.111
김도환,2000-04-14,2019,,0.067
김도환,2000-04-14,2020,"5,000",-0.147
박계범,1996-01-11,2015,"2,700",0.016
박계범,1996-01-11,2016,"2,900",0.020
박계범,1996-01-11,2019,"2,900",0.703
박계범,1996-01-11,2020,"5,500",-1.285
박승규,2000-09-02,2019,,-0.022
박승규,2000-09-02,2020,"3,200",0.165
양우현,2000-04-13,2019,,-0.024
양우현,2000-04-13,2020,"2,700",-0.302
윌리엄슨,1990-07-15,2019,"900,000",-0.150
이학주,1990-11-04,2019,,1.266
이학주,1990-11-04,2020,"9,000",0.553
김은성,1993-03-07,2020,,0.190
김주형,1996-03-05,2019,,-0.001
김주형,1996-03-05,2020,,0.155
임지열,1995-08-22,2020,,0.047
추재현,1999-02-22,2019,,-0.004
추재현,1999-02-22,2020,"2,700",-0.271
노시환,2000-12-03,2019,,-0.711
노시환,2000-12-03,2020,"3,300",0.816
박한결,1994-12-24,2019,,-0.109
박한결,1994-12-24,2020,"3,000",-0.465
변우혁,2000-03-18,2019,,-0.047
유장혁,2000-05-30,2019,,-0.404
유장혁,2000-05-30,2020,"3,200",-0.288
이원석,1999-03-31,2019,"900,000",-0.102
김규성,1997-03-08,2020,"2,900",-0.730
박민,2001-06-05,2020,"2,700",-0.006
홍종표,2000-05-02,2020,"2,700",-0.225
강현우,2001-04-13,2020,"2,700",-0.035
문상인,1998-01-31,2020,"2,800",-0.045
박준혁,1999-08-30,2020,"2,900",-0.068
천성호,1997-10-30,2020,"2,700",-0.366
김호은,1992-01-03,2020,"2,700",0.231
손호영,1994-08-23,2020,"2,700",0.113
이재원,1999-07-17,2020,"2,700",-0.398
한석현,1994-05-17,2020,,0.032
김기환,1995-08-25,2020,,0.083
박시원,2001-05-30,2020,"2,700",-0.024
박준영,1997-08-05,2016,"2,700",-0.401
박준영,1997-08-05,2020,"2,700",-0.340
서호철,1996-10-16,2020,"3,000",-0.193
최정원,2000-06-24,2020,"2,700",0.276
김성민,2001-04-30,2020,"2,700",0.012
류효승,1996-07-16,2020,"2,700",-0.065
이거연,1997-06-15,2020,"2,700",-0.033
최지훈,1997-07-23,2020,"2,700",1.130
권민석,1999-02-20,2020,"2,700",-0.413
박지훈,2000-09-07,2020,"2,700",-0.027
안권수,1993-04-19,2020,"2,700",-0.331
양찬열,1997-05-25,2020,"2,700",0.131
오명진,2001-09-04,2020,"2,700",-0.080
이승민,1995-02-08,2020,"2,700",-0.017
김강현,1995-02-27,2020,,-0.025
이호연,1995-06-03,2020,,-0.023
김성표,1994-03-17,2020,,-0.158
김지찬,2001-03-08,2020,"2,700",0.162
김병휘,2001-02-16,2020,,0.004
김수환,1998-03-20,2020,,-0.158
문찬종,1991-03-23,2020,,0.002
박주홍,2001-04-16,2020,,-0.184
변상권,1997-04-04,2020,,0.148
송우현,1996-12-27,2020,,-0.326
노태형,1995-02-08,2020,,-0.401
박정현,2001-07-27,2020,,0.180
임종찬,2001-09-28,2020,,-0.420
정기훈,1995-02-18,2020,,-0.258
조한민,2000-10-20,2020,,-0.329
최인호,2000-01-30,2020,,-0.700
허관회,1999-02-12,2020,,0.034
가내영,1971-03-29,1991,,0.070
가내영,1971-03-29,1992,,0.911
가내영,1971-03-29,1993,,2.326
가내영,1971-03-29,1994,,0.356
가내영,1971-03-29,1995,,0.751
가내영,1971-03-29,1996,,2.797
가내영,1971-03-29,1997,"5,500",0.006
가내영,1971-03-29,1998,"5,500",0.560
가내영,1971-03-29,1999,"4,300",1.051
가내영,1971-03-29,2000,"4,700",-0.088
가내영,1971-03-29,2001,"4,700",0.081
가내영,1971-03-29,2002,"4,200",0.530
가내영,1971-03-29,2003,"4,800",0.040
강철민,1979-07-22,2002,,0.816
강철민,1979-07-22,2003,"2,800",0.417
강철민,1979-07-22,2004,"4,400",1.585
강철민,1979-07-22,2005,"6,000",0.692
강철민,1979-07-22,2006,"6,500",0.951
강철민,1979-07-22,2010,"3,800",0.071
곽채진,1973-03-01,1994,,0.254
곽채진,1973-03-01,1995,,0.419
곽채진,1973-03-01,1996,,-0.304
곽채진,1973-03-01,1997,"3,500",1.279
곽채진,1973-03-01,1998,"3,200",1.877
곽채진,1973-03-01,1999,"4,200",2.846
곽채진,1973-03-01,2000,"5,800",0.855
곽채진,1973-03-01,2001,"5,600",-0.244
곽채진,1973-03-01,2002,"4,600",0.023
곽채진,1973-03-01,2003,"3,600",0.218
곽현희,1973-08-06,1998,,0.343
곽현희,1973-08-06,1999,"2,500",1.258
곽현희,1973-08-06,2000,"4,700",1.320
곽현희,1973-08-06,2001,"5,700",0.032
곽현희,1973-08-06,2002,"4,700",0.284
곽현희,1973-08-06,2003,"6,000",-0.001
곽현희,1973-08-06,2004,"5,000",-0.280
김주철,1982-05-05,2001,,-0.676
김주철,1982-05-05,2002,"2,300",0.323
김주철,1982-05-05,2003,"2,500",0.008
김주철,1982-05-05,2004,"2,300",-0.251
김주철,1982-05-05,2005,"2,300",-0.219
김진우,1983-03-07,2002,,4.062
김진우,1983-03-07,2003,"5,000",5.447
김진우,1983-03-07,2004,"10,000",2.043
김진우,1983-03-07,2005,"7,500",3.182
김진우,1983-03-07,2006,"8,000",2.755
김진우,1983-03-07,2007,"9,500",-0.341
김진우,1983-03-07,2011,"9,500",0.138
김진우,1983-03-07,2012,"4,000",3.513
김진우,1983-03-07,2013,"11,000",1.999
김진우,1983-03-07,2014,"13,000",1.071
김진우,1983-03-07,2015,"12,000",0.494
김진우,1983-03-07,2016,"12,000",0.259
김진우,1983-03-07,2017,"12,000",-0.793
박진철,1975-02-28,1993,,0.196
박진철,1975-02-28,1995,,0.000
박진철,1975-02-28,1997,"1,800",0.053
박진철,1975-02-28,1998,"2,200",0.119
박진철,1975-02-28,1999,"2,500",1.991
박진철,1975-02-28,2000,"3,400",0.007
박진철,1975-02-28,2001,"3,100",1.070
박진철,1975-02-28,2002,"5,100",0.309
박충식,1970-09-03,1993,,3.789
박충식,1970-09-03,1994,,6.225
박충식,1970-09-03,1995,,2.516
박충식,1970-09-03,1996,,4.514
박충식,1970-09-03,1997,"10,000",2.915
박충식,1970-09-03,1998,"11,000",3.908
박충식,1970-09-03,1999,"11,000",0.167
박충식,1970-09-03,2001,"6,000",0.928
박충식,1970-09-03,2002,"7,000",1.463
방동민,1977-01-20,1996,,-0.098
방동민,1977-01-20,1999,"1,500",0.027
방동민,1977-01-20,2000,"1,800",0.000
방동민,1977-01-20,2001,"2,000",0.134
방동민,1977-01-20,2002,"2,000",-0.002
방동민,1977-01-20,2004,"2,000",-0.243
방동민,1977-01-20,2005,"2,000",-0.018
성영재,1971-03-09,1993,,0.801
성영재,1971-03-09,1994,,0.898
성영재,1971-03-09,1995,,0.786
성영재,1971-03-09,1996,,4.111
성영재,1971-03-09,1997,,3.109
성영재,1971-03-09,1998,,2.184
성영재,1971-03-09,1999,"6,800",0.560
성영재,1971-03-09,2000,"6,800",1.433
성영재,1971-03-09,2001,"8,200",0.870
성영재,1971-03-09,2002,"9,300",-0.052
성영재,1971-03-09,2003,"9,300",0.826
성영재,1971-03-09,2004,"5,000",0.255
손혁,1973-08-01,1996,,-0.054
손혁,1973-08-01,1997,"2,000",1.380
손혁,1973-08-01,1998,"3,600",2.089
손혁,1973-08-01,1999,"7,000",2.662
손혁,1973-08-01,2001,"7,500",0.257
손혁,1973-08-01,2002,"7,000",0.123
손혁,1973-08-01,2003,"6,500",1.085
손혁,1973-08-01,2004,"6,500",-0.226
신용운,1983-09-08,2002,,0.731
신용운,1983-09-08,2003,"2,700",2.929
신용운,1983-09-08,2004,"8,100",2.185
신용운,1983-09-08,2005,"6,300",1.063
신용운,1983-09-08,2006,"6,300",1.692
신용운,1983-09-08,2007,"7,000",0.848
신용운,1983-09-08,2011,"7,000",0.065
